Date,Ticker,TransactionType,TransactionValue
02/07/2017,TSX:GSC,Public Offering,30.00
07/26/2016,TSX:GSC,Public Offering,39.62
07/26/2016,TSX:GSC,Public Offering,55.47
05/02/2016,TSX:GSC,Public Offering,18.82
08/31/2018,TSX:GOLD,Merger/Acquisition,2.30
11/15/2016,TSX:GOLD,Private Placement,12.39
03/11/2016,TSX:GOLD,Private Placement,4.50
10/25/2017,TSX:XAU,Private Placement,30.00
02/24/2016,TSX:XAU,Private Placement,36.64
02/22/2019,TSX:FOOD,Public Offering,25.00
05/07/2018,TSX:FOOD,Public Offering,10.00
03/31/2017,TSX:FOOD,Private Placement,21.09
04/04/2019,TSX:GCM,Private Placement,20.00
04/30/2018,TSX:GCM,Private Placement,125.66
05/20/2019,AMEX:GTE,Public Offering,295.63
11/21/2016,AMEX:GTE,Public Offering,174.36
07/08/2016,AMEX:GTE,Private Placement,226.81
03/31/2016,AMEX:GTE,Public Offering,129.68
04/30/2019,TSX:GRT.UN,Public Offering,200.49
12/31/2016,TSX:GPR,Public Offering,7.66
07/06/2016,TSX:GPR,Public Offering,33.87
04/12/2019,TSX:GWO,Buyback,2000.00
02/28/2018,TSX:GWO,Public Offering,500.00
05/09/2017,TSX:GWO,Public Offering,200.00
12/07/2016,TSX:GWO,Public Offering,709.71
05/17/2019,TSX:GTMS,Public Offering,11.38
05/17/2019,TSX:GTMS,Private Placement,17.50
06/07/2018,TSX:GTMS,Private Placement,25.95
07/19/2016,TSX:GUY,Public Offering,130.00
02/13/2018,TSX:HR.UN,Private Placement,157.48
01/23/2018,TSX:HR.UN,Public Offering,250.00
08/25/2017,TSX:HR.UN,Public Offering,123.47
04/07/2017,TSX:HR.UN,Public Offering,150.80
01/30/2017,TSX:HR.UN,Public Offering,261.73
01/23/2017,TSX:HR.UN,Private Placement,150.00
11/07/2016,TSX:HR.UN,Public Offering,200.00
06/30/2016,TSX:HDI,Public Offering,50.01
11/23/2018,TSX:HRT,Private Placement,1.36
10/31/2018,TSX:HRT,Private Placement,6.95
06/01/2018,TSX:HRT,Private Placement,90.67
01/09/2018,TSX:HRT,Private Placement,32.44
07/05/2017,TSX:HRT,Private Placement,25.00
12/14/2016,TSX:HRT,Private Placement,25.00
07/20/2016,TSX:HRT,Private Placement,4.05
04/29/2016,TSX:HRT,Private Placement,2.00
03/22/2016,TSX:HRT,Private Placement,2.50
01/24/2019,TSX:HEXO,Public Offering,50.05
01/30/2018,TSX:HEXO,Public Offering,130.00
11/17/2017,TSX:HEXO,Public Offering,60.00
07/17/2017,TSX:HEXO,Private Placement,25.10
03/09/2017,TSX:HEXO,Private Placement,15.01
11/04/2016,TSX:HEXO,Private Placement,2.50
08/09/2018,TSX:HLC,Buyback,5.47
12/18/2018,TSX:HCG,Buyback,300.00
06/29/2017,TSX:HCG,Private Placement,153.23
04/15/2016,TSX:HCG,Buyback,150.00
06/25/2018,TSX:HNL,Public Offering,50.00
09/27/2017,TSX:HBM,Public Offering,242.40
12/01/2016,TSX:HBM,Public Offering,532.98
12/01/2016,TSX:HBM,Public Offering,799.48
12/06/2017,TSX:HBC,Private Placement,632.42
03/13/2019,TSX:HSE,Public Offering,999.81
03/07/2017,TSX:HSE,Public Offering,748.38
01/02/2018,TSX:H,Merger/Acquisition,259.04
08/09/2017,TSX:H,Public Offering,1400.00
05/10/2017,TSX:H,Public Offering,2790.00
04/14/2016,TSX:H,Public Offering,1713.08
02/24/2016,TSX:H,Public Offering,499.91
02/24/2016,TSX:H,Public Offering,499.83
03/07/2018,TSX:IAG,Public Offering,150.00
02/28/2018,TSX:IAG,Public Offering,135.25
12/14/2016,TSX:IAG,Public Offering,139.12
03/09/2017,TSX:IMG,Public Offering,540.75
08/09/2016,TSX:IMG,Public Offering,262.54
09/08/2016,TSX:IBG,Public Offering,40.00
03/20/2019,TSX:IGM,Public Offering,250.00
03/20/2019,TSX:IGM,Public Offering,333.27
07/11/2018,TSX:IGM,Public Offering,200.00
12/07/2017,TSX:IGM,Public Offering,250.00
01/26/2017,TSX:IGM,Public Offering,399.73
01/26/2017,TSX:IGM,Public Offering,200.00
12/22/2017,TSX:III,Public Offering,42.93
10/27/2017,TSX:III,Private Placement,5.00
12/30/2016,TSX:III,Private Placement,65.00
06/26/2017,TSX:IMO,Buyback,39.42
03/01/2019,TSX:IMV,Public Offering,26.71
02/15/2018,TSX:IMV,Public Offering,12.50
06/21/2017,TSX:IMV,Public Offering,10.00
12/09/2016,TSX:IMV,Private Placement,8.00
06/08/2016,TSX:IMV,Private Placement,8.00
06/11/2018,TSX:INE,Public Offering,150.00
02/06/2018,TSX:INE,Private Placement,150.00
04/15/2016,TSX:INE,Private Placement,50.00
04/25/2018,TSX:INO.UN,Private Placement,22.00
10/04/2017,TSX:INO.UN,Private Placement,10.80
07/25/2016,TSX:INO.UN,Public Offering,40.00
05/17/2018,TSX:IFC,Public Offering,256.04
08/18/2017,TSX:IFC,Public Offering,150.00
06/07/2017,TSX:IFC,Public Offering,424.93
05/24/2017,TSX:IFC,Public Offering,150.00
05/11/2017,TSX:IFC,Private Placement,339.85
03/01/2016,TSX:IFC,Public Offering,249.96
03/23/2019,TSX:IPL,Public Offering,750.00
11/07/2018,TSX:IPL,Public Offering,200.10
04/12/2017,TSX:IPL,Public Offering,500.00
12/13/2016,TSX:IPL,Public Offering,450.00
09/08/2016,TSX:IPL,Public Offering,350.00
08/17/2016,TSX:IPL,Public Offering,600.00
05/24/2017,TSX:IPCO,Merger/Acquisition,121.83
04/24/2017,TSX:IPCO,Spin-Off/Split-Off,588.87
03/13/2018,TSX:ITH,Private Placement,15.53
12/28/2016,TSX:ITH,Private Placement,29.83
08/09/2018,TSX:IIP.UN,Public Offering,100.00
03/28/2018,TSX:IIP.UN,Public Offering,85.09
03/15/2017,TSX:IIP.UN,Public Offering,75.03
10/15/2018,TSX:ITP,Public Offering,250.00
10/04/2018,TSX:ITP,Public Offering,322.07
08/24/2018,TSX:IVQ.U,Public Offering,65.18
03/29/2018,TSX:IVQ.U,Private Placement,92.26
12/20/2017,TSX:IVQ.U,Merger/Acquisition,16.29
12/09/2016,TSX:IVQ.U,Public Offering,59.25
10/06/2016,TSX:IVQ.U,Public Offering,85.98
06/02/2016,TSX:IVQ.U,Public Offering,124.35
06/28/2018,TSX:IPLP,Public Offering,178.20
09/19/2018,TSX:IVN,Private Placement,801.50
10/11/2017,TSX:JWEL,Public Offering,240.87
07/14/2017,TSX:JWEL,Public Offering,300.04
02/22/2018,TSX:JE,Public Offering,100.00
01/30/2017,TSX:JE,Private Placement,1.31
01/30/2017,TSX:JE,Public Offering,100.00
09/28/2016,TSX:JE,Public Offering,160.00
12/12/2017,TSX:KBL,Public Offering,30.03
04/25/2017,TSX:KBL,Public Offering,50.16
04/25/2017,TSX:KBL,Private Placement,57.68
10/27/2017,TSX:KEL,Private Placement,20.75
09/30/2016,TSX:KEL,Private Placement,7.10
05/03/2016,TSX:KEL,Private Placement,15.00
04/22/2016,TSX:KEL,Public Offering,75.00
04/07/2016,TSX:KEL,Private Placement,22.09
06/21/2018,TSX:KEY,Public Offering,400.00
12/08/2017,TSX:KEY,Public Offering,429.44
09/20/2017,TSX:KEY,Private Placement,400.00
10/13/2016,TSX:KEY,Private Placement,300.00
05/24/2016,TSX:KEY,Public Offering,299.89
03/06/2019,TSX:KMP.UN,Public Offering,75.07
06/26/2018,TSX:KMP.UN,Public Offering,50.01
11/29/2017,TSX:KMP.UN,Public Offering,70.05
03/13/2017,TSX:KMP.UN,Public Offering,70.02
06/02/2016,TSX:KMP.UN,Public Offering,85.20
12/15/2017,TSX:KML,Public Offering,250.00
08/15/2017,TSX:KML,Public Offering,300.00
05/30/2017,TSX:KML,Public Offering,1750.01
06/28/2017,TSX:K,Public Offering,653.15
02/24/2016,TSX:K,Public Offering,345.30
12/23/2016,TSX:KL,Private Placement,7.00
07/13/2016,TSX:KL,Private Placement,15.00
12/22/2016,TSX:GUD,Public Offering,87.00
06/02/2016,TSX:GUD,Public Offering,200.00
08/16/2018,TSX:LIF,Merger/Acquisition,65.50
01/09/2017,TSX:LIF,Merger/Acquisition,113.40
10/09/2018,TSX:LGO,Merger/Acquisition,37.46
07/24/2018,TSX:LGO,Public Offering,110.55
05/17/2018,TSX:LGO,Public Offering,192.03
02/28/2018,TSX:LGO,Merger/Acquisition,0.23
12/13/2017,TSX:LGO,Private Placement,29.51
01/24/2017,TSX:LGO,Private Placement,16.08
10/04/2016,TSX:LGO,Private Placement,5.00
03/03/2016,TSX:LGO,Private Placement,36.64
01/16/2018,TSX:LB,Public Offering,125.05
06/22/2017,TSX:LB,Public Offering,350.00
05/26/2017,TSX:LB,Private Placement,25.00
05/26/2017,TSX:LB,Public Offering,200.60
07/20/2016,TSX:LB,Public Offering,135.13
03/08/2016,TSX:LB,Public Offering,125.00
05/24/2018,TSX:LMC,Private Placement,58.03
08/29/2016,TSX:LMC,Private Placement,35.00
07/17/2017,TSX:LAC,Private Placement,42.50
05/10/2017,TSX:LAC,Private Placement,63.75
12/10/2018,TSX:L,Private Placement,800.00
03/01/2019,TSX:LUG,Public Offering,40.50
03/26/2018,TSX:LUG,Public Offering,515.49
01/16/2017,TSX:LUG,Private Placement,46.04
08/09/2016,TSX:LUG,Public Offering,82.50
06/08/2016,TSX:LUG,Private Placement,18.00
09/04/2018,TSX:MPC,Merger/Acquisition,2.09
07/26/2018,TSX:MPC,Merger/Acquisition,2.00
02/23/2017,TSX:MPC,Merger/Acquisition,1.07
11/28/2017,TSX:MAG,Private Placement,61.73
02/22/2016,TSX:MAG,Public Offering,89.01
09/18/2017,TSX:MG,Public Offering,877.11
04/12/2016,TSX:MEQ,Buyback,43.20
05/09/2018,TSX:MFC,Public Offering,600.00
02/20/2018,TSX:MFC,Public Offering,250.00
11/21/2017,TSX:MFC,Public Offering,471.27
08/18/2017,TSX:MFC,Public Offering,750.00
02/21/2017,TSX:MFC,Public Offering,985.66
11/22/2016,TSX:MFC,Public Offering,475.00
06/23/2016,TSX:MFC,Public Offering,1275.31
05/25/2016,TSX:MFC,Public Offering,473.96
03/01/2016,TSX:MFC,Public Offering,1339.13
03/01/2016,TSX:MFC,Public Offering,1003.22
02/16/2016,TSX:MFC,Public Offering,400.00
01/22/2016,TSX:MFI,Buyback,194.40
07/19/2018,TSX:MOZ,Public Offering,8.06
12/21/2017,TSX:MOZ,Private Placement,5.00
05/16/2017,TSX:MOZ,Public Offering,16.18
10/27/2016,TSX:MOZ,Public Offering,7.99
05/06/2016,TSX:MOZ,Private Placement,3.00
03/31/2019,TSX:MRE,Buyback,51.85
07/10/2018,TSX:MAV,Public Offering,241.74
04/16/2018,TSX:MYA,Private Placement,28.40
03/13/2017,TSX:MYA,Private Placement,1.50
07/07/2016,TSX:MYA,Private Placement,1.34
03/24/2016,TSX:MYA,Private Placement,3.64
03/29/2019,NYSE:MUX,Public Offering,29.40
12/20/2018,NYSE:MUX,Private Placement,20.03
08/13/2018,NYSE:MUX,Private Placement,65.61
12/19/2017,NYSE:MUX,Private Placement,12.88
09/18/2017,NYSE:MUX,Public Offering,49.54
01/12/2017,TSX:MEG,Public Offering,985.46
01/12/2017,TSX:MEG,Public Offering,450.28
12/31/2018,TSX:MX,Buyback,444.00
12/31/2017,TSX:MX,Buyback,286.00
12/04/2017,TSX:MRU,Private Placement,1199.26
12/04/2017,TSX:MRU,Public Offering,299.98
12/04/2017,TSX:MRU,Public Offering,449.55
12/04/2017,TSX:MRU,Public Offering,449.73
02/27/2017,TSX:MRU,Private Placement,400.00
05/16/2018,TSX:MAX,Private Placement,49.34
03/17/2016,TSX:MAX,Private Placement,55.20
04/15/2019,TSX:MI.UN,Public Offering,150.14
07/03/2018,TSX:MI.UN,Public Offering,200.01
01/25/2019,TSX:MRC,Public Offering,225.00
05/14/2018,TSX:MRC,Public Offering,200.00
09/15/2017,TSX:MRC,Public Offering,200.00
11/18/2016,TSX:MRC,Public Offering,200.00
02/13/2018,TSX:MRG.UN,Public Offering,75.00
01/09/2017,TSX:MRG.UN,Public Offering,60.09
12/30/2016,TSX:MRT.UN,Public Offering,175.00
07/27/2018,TSX:MSI,Public Offering,210.01
05/26/2016,TSX:MSI,Public Offering,75.00
09/18/2018,TSX:MPVD,Merger/Acquisition,17.98
05/04/2018,TSX:MPVD,Merger/Acquisition,64.54
04/12/2018,TSX:MPVD,Merger/Acquisition,73.93
04/12/2018,TSX:MPVD,Merger/Acquisition,0.03
12/01/2017,TSX:MPVD,Public Offering,419.49
05/17/2017,TSX:MPVD,Private Placement,12.04
05/17/2016,TSX:MTL,Public Offering,140.01
05/17/2016,TSX:MTL,Private Placement,10.00
05/24/2019,TSX:NA,Public Offering,60.32
03/29/2019,TSX:NA,Public Offering,301.60
03/14/2019,TSX:NA,Public Offering,393.05
02/27/2019,TSX:NA,Public Offering,500.00
01/15/2019,TSX:NA,Public Offering,1133.03
12/14/2018,TSX:NA,Public Offering,361.37
12/13/2018,TSX:NA,Public Offering,66.81
12/13/2018,TSX:NA,Public Offering,66.81
11/21/2018,TSX:NA,Public Offering,66.38
11/21/2018,TSX:NA,Public Offering,66.38
11/13/2018,TSX:NA,Public Offering,39.68
11/09/2018,TSX:NA,Public Offering,66.04
11/02/2018,TSX:NA,Public Offering,65.57
10/26/2018,TSX:NA,Public Offering,131.07
09/26/2018,TSX:NA,Public Offering,32.41
07/24/2018,TSX:NA,Public Offering,1151.36
07/16/2018,TSX:NA,Public Offering,309.24
06/28/2018,TSX:NA,Public Offering,77.50
06/11/2018,TSX:NA,Public Offering,300.00
04/06/2018,TSX:NA,Public Offering,1184.74
03/13/2018,TSX:NA,Public Offering,1201.10
02/13/2018,TSX:NA,Public Offering,62.99
02/02/2018,TSX:NA,Public Offering,173.67
02/01/2018,TSX:NA,Public Offering,750.00
01/22/2018,TSX:NA,Public Offering,300.00
10/25/2017,TSX:NA,Public Offering,80.56
10/24/2017,TSX:NA,Public Offering,5.05
10/20/2017,TSX:NA,Public Offering,15.13
10/19/2017,TSX:NA,Public Offering,12.00
10/17/2017,TSX:NA,Public Offering,12.00
10/17/2017,TSX:NA,Public Offering,12.00
10/16/2017,TSX:NA,Public Offering,12.00
10/12/2017,TSX:NA,Public Offering,12.00
10/12/2017,TSX:NA,Public Offering,12.00
10/12/2017,TSX:NA,Public Offering,12.00
10/11/2017,TSX:NA,Public Offering,113.84
10/06/2017,TSX:NA,Public Offering,62.75
10/06/2017,TSX:NA,Public Offering,5.05
10/06/2017,TSX:NA,Public Offering,12.00
10/04/2017,TSX:NA,Public Offering,14.98
10/04/2017,TSX:NA,Public Offering,12.00
10/03/2017,TSX:NA,Public Offering,5.55
10/03/2017,TSX:NA,Public Offering,12.00
10/02/2017,TSX:NA,Public Offering,12.00
09/22/2017,TSX:NA,Public Offering,2.02
09/21/2017,TSX:NA,Public Offering,5.05
09/20/2017,TSX:NA,Public Offering,12.00
09/19/2017,TSX:NA,Public Offering,12.00
09/18/2017,TSX:NA,Public Offering,12.00
09/15/2017,TSX:NA,Public Offering,20.00
09/15/2017,TSX:NA,Public Offering,12.00
09/15/2017,TSX:NA,Public Offering,12.00
09/14/2017,TSX:NA,Public Offering,12.00
09/14/2017,TSX:NA,Public Offering,12.00
09/13/2017,TSX:NA,Public Offering,12.00
09/12/2017,TSX:NA,Public Offering,5.05
09/12/2017,TSX:NA,Public Offering,12.00
09/11/2017,TSX:NA,Public Offering,5.05
09/11/2017,TSX:NA,Public Offering,12.00
09/11/2017,TSX:NA,Public Offering,12.00
09/08/2017,TSX:NA,Public Offering,5.05
09/08/2017,TSX:NA,Public Offering,12.00
09/05/2017,TSX:NA,Public Offering,5.05
09/05/2017,TSX:NA,Public Offering,12.00
09/05/2017,TSX:NA,Public Offering,12.00
09/01/2017,TSX:NA,Public Offering,12.00
09/01/2017,TSX:NA,Public Offering,5.05
08/31/2017,TSX:NA,Public Offering,12.00
08/30/2017,TSX:NA,Public Offering,12.00
08/30/2017,TSX:NA,Public Offering,12.00
08/28/2017,TSX:NA,Public Offering,5.05
08/28/2017,TSX:NA,Public Offering,12.00
08/28/2017,TSX:NA,Public Offering,12.00
08/25/2017,TSX:NA,Public Offering,5.05
08/24/2017,TSX:NA,Public Offering,4.03
08/23/2017,TSX:NA,Public Offering,5.05
08/22/2017,TSX:NA,Public Offering,12.00
08/22/2017,TSX:NA,Public Offering,12.00
08/22/2017,TSX:NA,Public Offering,5.05
08/21/2017,TSX:NA,Public Offering,12.00
08/18/2017,TSX:NA,Public Offering,12.00
08/18/2017,TSX:NA,Public Offering,12.00
08/18/2017,TSX:NA,Public Offering,12.00
08/18/2017,TSX:NA,Public Offering,12.00
08/17/2017,TSX:NA,Public Offering,12.00
08/16/2017,TSX:NA,Public Offering,12.00
08/15/2017,TSX:NA,Public Offering,5.05
08/15/2017,TSX:NA,Public Offering,5.05
08/14/2017,TSX:NA,Public Offering,12.00
08/14/2017,TSX:NA,Public Offering,5.05
08/14/2017,TSX:NA,Public Offering,5.05
08/11/2017,TSX:NA,Public Offering,20.00
08/11/2017,TSX:NA,Public Offering,15.23
08/11/2017,TSX:NA,Public Offering,12.00
08/09/2017,TSX:NA,Public Offering,12.00
08/08/2017,TSX:NA,Public Offering,15.20
08/08/2017,TSX:NA,Public Offering,12.00
08/08/2017,TSX:NA,Public Offering,5.05
08/08/2017,TSX:NA,Public Offering,12.00
08/04/2017,TSX:NA,Public Offering,12.00
08/03/2017,TSX:NA,Public Offering,12.00
08/02/2017,TSX:NA,Public Offering,15.05
08/01/2017,TSX:NA,Public Offering,12.00
07/31/2017,TSX:NA,Public Offering,12.00
07/31/2017,TSX:NA,Public Offering,15.00
07/31/2017,TSX:NA,Public Offering,12.00
07/28/2017,TSX:NA,Public Offering,12.00
07/28/2017,TSX:NA,Public Offering,12.00
07/28/2017,TSX:NA,Public Offering,12.00
07/28/2017,TSX:NA,Public Offering,12.00
07/27/2017,TSX:NA,Public Offering,12.00
07/26/2017,TSX:NA,Public Offering,12.00
07/24/2017,TSX:NA,Public Offering,12.00
07/24/2017,TSX:NA,Public Offering,120.00
07/24/2017,TSX:NA,Public Offering,12.00
07/24/2017,TSX:NA,Public Offering,12.00
07/21/2017,TSX:NA,Public Offering,12.00
07/20/2017,TSX:NA,Public Offering,5.05
07/20/2017,TSX:NA,Public Offering,5.05
07/19/2017,TSX:NA,Public Offering,125.95
07/19/2017,TSX:NA,Public Offering,40.00
07/19/2017,TSX:NA,Public Offering,15.11
07/13/2017,TSX:NA,Public Offering,12.00
07/13/2017,TSX:NA,Public Offering,12.00
07/12/2017,TSX:NA,Public Offering,5.00
07/12/2017,TSX:NA,Public Offering,12.00
07/10/2017,TSX:NA,Public Offering,5.05
07/07/2017,TSX:NA,Public Offering,12.00
07/05/2017,TSX:NA,Public Offering,12.00
07/05/2017,TSX:NA,Public Offering,20.00
07/05/2017,TSX:NA,Public Offering,12.00
07/04/2017,TSX:NA,Public Offering,12.00
07/04/2017,TSX:NA,Public Offering,20.00
07/04/2017,TSX:NA,Public Offering,12.00
07/04/2017,TSX:NA,Public Offering,12.00
07/04/2017,TSX:NA,Public Offering,5.05
07/04/2017,TSX:NA,Public Offering,8.50
06/30/2017,TSX:NA,Public Offering,12.00
06/30/2017,TSX:NA,Public Offering,12.00
06/30/2017,TSX:NA,Public Offering,12.00
06/30/2017,TSX:NA,Public Offering,12.00
06/28/2017,TSX:NA,Public Offering,10.00
06/28/2017,TSX:NA,Public Offering,12.00
06/27/2017,TSX:NA,Public Offering,12.00
06/27/2017,TSX:NA,Public Offering,12.00
06/27/2017,TSX:NA,Public Offering,12.00
06/23/2017,TSX:NA,Public Offering,10.00
06/23/2017,TSX:NA,Public Offering,12.00
06/23/2017,TSX:NA,Public Offering,12.00
06/21/2017,TSX:NA,Public Offering,5.05
06/19/2017,TSX:NA,Public Offering,12.00
06/09/2017,TSX:NA,Public Offering,5.05
06/09/2017,TSX:NA,Public Offering,12.00
06/08/2017,TSX:NA,Public Offering,12.00
06/07/2017,TSX:NA,Public Offering,5.05
06/07/2017,TSX:NA,Public Offering,20.00
06/07/2017,TSX:NA,Public Offering,12.00
06/06/2017,TSX:NA,Public Offering,5.05
06/05/2017,TSX:NA,Public Offering,1349.22
06/05/2017,TSX:NA,Public Offering,20.00
06/02/2017,TSX:NA,Public Offering,5.05
06/01/2017,TSX:NA,Public Offering,400.00
05/31/2017,TSX:NA,Public Offering,12.00
05/31/2017,TSX:NA,Public Offering,12.00
05/29/2017,TSX:NA,Public Offering,12.00
05/24/2017,TSX:NA,Public Offering,12.00
05/24/2017,TSX:NA,Public Offering,5.05
05/23/2017,TSX:NA,Public Offering,12.00
05/23/2017,TSX:NA,Public Offering,12.00
05/19/2017,TSX:NA,Public Offering,5.05
05/19/2017,TSX:NA,Public Offering,12.00
05/18/2017,TSX:NA,Public Offering,12.00
05/18/2017,TSX:NA,Public Offering,12.00
05/16/2017,TSX:NA,Public Offering,12.00
05/10/2017,TSX:NA,Public Offering,2.02
05/09/2017,TSX:NA,Public Offering,12.00
05/09/2017,TSX:NA,Public Offering,12.00
05/05/2017,TSX:NA,Public Offering,12.00
05/02/2017,TSX:NA,Public Offering,12.00
04/28/2017,TSX:NA,Public Offering,12.00
04/27/2017,TSX:NA,Public Offering,12.00
04/26/2017,TSX:NA,Public Offering,16.27
04/26/2017,TSX:NA,Public Offering,12.00
04/24/2017,TSX:NA,Public Offering,12.00
04/21/2017,TSX:NA,Public Offering,5.05
04/21/2017,TSX:NA,Public Offering,12.00
04/20/2017,TSX:NA,Public Offering,5.05
04/20/2017,TSX:NA,Public Offering,5.05
04/19/2017,TSX:NA,Public Offering,12.00
04/13/2017,TSX:NA,Public Offering,12.00
04/13/2017,TSX:NA,Public Offering,5.10
04/11/2017,TSX:NA,Public Offering,20.00
04/11/2017,TSX:NA,Public Offering,12.00
04/10/2017,TSX:NA,Public Offering,5.10
04/10/2017,TSX:NA,Public Offering,12.00
04/10/2017,TSX:NA,Public Offering,16.01
04/07/2017,TSX:NA,Public Offering,12.00
04/07/2017,TSX:NA,Public Offering,5.05
04/07/2017,TSX:NA,Public Offering,12.00
04/06/2017,TSX:NA,Public Offering,12.00
04/05/2017,TSX:NA,Public Offering,12.00
04/05/2017,TSX:NA,Public Offering,12.00
04/05/2017,TSX:NA,Public Offering,16.10
04/04/2017,TSX:NA,Public Offering,5.05
04/03/2017,TSX:NA,Public Offering,12.00
03/31/2017,TSX:NA,Public Offering,15.99
03/31/2017,TSX:NA,Public Offering,12.00
03/31/2017,TSX:NA,Public Offering,5.00
03/31/2017,TSX:NA,Public Offering,12.00
03/30/2017,TSX:NA,Public Offering,4.02
03/30/2017,TSX:NA,Public Offering,5.00
03/30/2017,TSX:NA,Public Offering,12.00
03/28/2017,TSX:NA,Public Offering,5.00
03/28/2017,TSX:NA,Public Offering,12.00
03/27/2017,TSX:NA,Public Offering,4.05
03/27/2017,TSX:NA,Public Offering,12.00
03/27/2017,TSX:NA,Public Offering,5.00
03/23/2017,TSX:NA,Public Offering,5.05
03/21/2017,TSX:NA,Public Offering,5.05
03/21/2017,TSX:NA,Public Offering,12.00
03/15/2017,TSX:NA,Public Offering,12.00
03/15/2017,TSX:NA,Public Offering,12.00
03/15/2017,TSX:NA,Public Offering,12.00
03/10/2017,TSX:NA,Public Offering,12.00
03/09/2017,TSX:NA,Public Offering,20.00
03/08/2017,TSX:NA,Public Offering,2.55
03/06/2017,TSX:NA,Public Offering,15.00
03/06/2017,TSX:NA,Public Offering,12.00
03/03/2017,TSX:NA,Public Offering,26.84
03/03/2017,TSX:NA,Public Offering,12.00
03/03/2017,TSX:NA,Public Offering,12.00
03/03/2017,TSX:NA,Public Offering,12.00
03/02/2017,TSX:NA,Public Offering,12.00
03/01/2017,TSX:NA,Public Offering,12.00
03/01/2017,TSX:NA,Public Offering,12.00
02/28/2017,TSX:NA,Public Offering,5.00
02/28/2017,TSX:NA,Public Offering,12.00
02/28/2017,TSX:NA,Public Offering,12.00
02/27/2017,TSX:NA,Public Offering,12.00
02/27/2017,TSX:NA,Public Offering,12.00
02/27/2017,TSX:NA,Public Offering,20.00
02/27/2017,TSX:NA,Public Offering,12.00
02/27/2017,TSX:NA,Public Offering,12.00
02/24/2017,TSX:NA,Public Offering,20.00
02/24/2017,TSX:NA,Public Offering,12.00
02/24/2017,TSX:NA,Public Offering,20.00
02/24/2017,TSX:NA,Public Offering,12.00
02/24/2017,TSX:NA,Public Offering,12.00
02/23/2017,TSX:NA,Public Offering,12.00
02/23/2017,TSX:NA,Public Offering,5.00
02/23/2017,TSX:NA,Public Offering,12.00
02/17/2017,TSX:NA,Public Offering,8.00
02/17/2017,TSX:NA,Public Offering,2.50
02/16/2017,TSX:NA,Public Offering,5.00
02/15/2017,TSX:NA,Public Offering,20.00
02/15/2017,TSX:NA,Public Offering,12.00
02/14/2017,TSX:NA,Public Offering,15.00
02/08/2017,TSX:NA,Public Offering,12.00
